Concurso;Data Sorteio;1 Dezena;2 Dezena;3 Dezena;4 Dezena;5 Dezena;Arrecadacao Total;Ganhadores Quina;Cidade;Rateio Quina;Ganhadores Quadra;Rateio Quadra;Ganhadores Terno;Rateio Terno;Ganhadores Duque;Rateio Duque;Acumulado;Valor Acumulado;Estimativa Premio;Valor Acumulado Sorteio Especial São João
194;11/04/1996;014;019;032;037;045;0,00;10;;29.335,51;670;437,85;20463;19,11;0;0,00;NAO;0,00;0,00;0,00
195;14/04/1996;008;023;050;065;073;0,00;5;;75.508,46;312;1.210,07;13815;36,44;0;0,00;NAO;0,00;0,00;0,00
196;18/04/1996;010;027;030;072;078;0,00;4;;70.719,35;249;1.136,06;11422;33,02;0;0,00;NAO;0,00;0,00;0,00
197;21/04/1996;003;027;030;033;059;0,00;3;;121.065,42;548;662,76;20313;23,84;0;0,00;NAO;0,00;0,00;0,00
198;25/04/1996;006;014;018;071;073;0,00;2;;137.817,31;247;1.115,93;12951;28,38;0;0,00;NAO;0,00;0,00;0,00
199;28/04/1996;003;031;047;077;079;0,00;0;;0,00;263;1.347,45;12584;37,55;0;0,00;SIM;354.379,54;354.379,54;0,00
200;05/05/1996;019;021;064;070;072;0,00;2;;447.189,47;355;1.521,13;17088;42,14;0;0,00;NAO;0,00;0,00;0,00
201;09/05/1996;007;071;073;076;079;0,00;4;;68.204,71;382;714,19;10378;35,05;0;0,00;NAO;0,00;0,00;0,00
202;12/05/1996;006;037;043;061;062;0,00;4;;95.586,26;229;1.669,63;12077;42,21;0;0,00;NAO;0,00;0,00;0,00
203;16/05/1996;003;013;017;047;060;0,00;3;;89.328,30;532;503,73;19755;18,09;0;0,00;NAO;0,00;0,00;0,00
204;19/05/1996;007;011;021;051;058;0,00;3;;123.485,56;413;896,99;18624;26,52;0;0,00;NAO;0,00;0,00;0,00
205;23/05/1996;004;009;031;040;058;0,00;1;;280.926,56;320;877,90;12888;29,06;0;0,00;NAO;0,00;0,00;0,00
206;26/05/1996;001;010;036;062;064;0,00;2;;195.448,84;436;896,56;19554;26,65;0;0,00;NAO;0,00;0,00;0,00
207;30/05/1996;005;007;012;016;066;0,00;9;;31.354,18;696;405,44;24392;15,43;0;0,00;NAO;0,00;0,00;0,00
208;02/06/1996;003;024;048;052;071;0,00;3;;126.832,05;382;996,06;15366;33,02;0;0,00;NAO;0,00;0,00;0,00
209;09/06/1996;026;037;061;067;071;0,00;1;;463.919,10;150;3.092,79;9864;62,71;0;0,00;NAO;0,00;0,00;0,00
210;13/06/1996;010;014;032;053;061;0,00;4;;69.943,19;243;1.151,33;10871;34,32;0;0,00;NAO;0,00;0,00;0,00
211;16/06/1996;003;011;019;031;039;0,00;24;;15.854,49;1087;350,05;31873;15,92;0;0,00;NAO;0,00;0,00;0,00
212;20/06/1996;038;046;050;065;069;0,00;1;;276.240,84;209;1.321,73;8721;42,24;0;0,00;NAO;0,00;0,00;0,00
213;23/06/1996;005;013;014;034;063;0,00;2;;180.643,39;578;625,06;25880;18,62;0;0,00;NAO;0,00;0,00;0,00
214;27/06/1996;010;019;024;034;072;0,00;6;;44.194,25;366;724,50;14735;23,99;0;0,00;NAO;0,00;0,00;0,00
215;30/06/1996;037;046;049;062;073;0,00;1;;367.707,42;182;2.020,37;10891;45,01;0;0,00;NAO;0,00;0,00;0,00
216;04/07/1996;031;032;034;054;059;0,00;0;;0,00;116;2.358,00;8065;45,22;0;0,00;SIM;273.527,99;273.527,99;0,00
217;07/07/1996;008;041;056;065;074;0,00;3;;236.148,44;390;1.115,17;15978;36,29;0;0,00;NAO;0,00;0,00;0,00
218;11/07/1996;017;026;031;033;063;0,00;1;;294.327,81;235;1.252,46;11982;32,75;0;0,00;NAO;0,00;0,00;0,00
219;14/07/1996;003;019;032;059;063;0,00;10;;38.900,36;761;511,17;23927;21,68;0;0,00;NAO;0,00;0,00;0,00
220;18/07/1996;019;035;038;039;078;0,00;3;;91.125,86;241;1.134,35;12494;29,17;0;0,00;NAO;0,00;0,00;0,00
221;21/07/1996;045;069;072;077;079;0,00;2;;189.485,86;314;1.206,92;12979;38,93;0;0,00;NAO;0,00;0,00;0,00
222;25/07/1996;003;024;027;058;069;0,00;3;;90.014,12;337;801,32;13480;26,71;0;0,00;NAO;0,00;0,00;0,00
223;28/07/1996;010;021;043;064;068;0,00;3;;119.548,83;332;1.080,26;15150;31,57;0;0,00;NAO;0,00;0,00;0,00
224;01/08/1996;018;041;058;062;073;0,00;1;;261.243,97;132;1.979,12;7141;48,78;0;0,00;NAO;0,00;0,00;0,00
225;04/08/1996;016;034;037;042;070;0,00;1;;369.962,58;309;1.197,29;14377;34,31;0;0,00;NAO;0,00;0,00;0,00
226;08/08/1996;017;024;050;056;066;0,00;1;;282.705,57;247;1.144,56;11255;33,49;0;0,00;NAO;0,00;0,00;0,00
227;11/08/1996;019;023;032;038;061;0,00;3;;130.722,30;382;1.026,62;18613;28,10;0;0,00;NAO;0,00;0,00;0,00
228;15/08/1996;012;023;050;052;055;0,00;2;;141.032,42;168;1.678,96;10073;37,34;0;0,00;NAO;0,00;0,00;0,00
229;18/08/1996;007;060;062;067;074;0,00;5;;78.724,91;262;1.502,39;13169;39,86;0;0,00;NAO;0,00;0,00;0,00
230;22/08/1996;014;027;041;068;078;0,00;3;;93.854,98;255;1.104,18;10600;35,42;0;0,00;NAO;0,00;0,00;0,00
231;25/08/1996;003;028;041;058;075;0,00;1;;393.690,24;315;1.249,81;13657;38,43;0;0,00;NAO;0,00;0,00;0,00
232;29/08/1996;027;034;035;042;062;0,00;0;;0,00;259;1.072,74;11297;32,79;0;0,00;SIM;0,00;0,00;0,00
233;01/09/1996;049;055;056;068;071;0,00;4;;170.336,32;222;1.817,60;11997;44,85;0;0,00;NAO;0,00;0,00;0,00
234;05/09/1996;027;029;034;064;073;0,00;1;;289.194,31;271;1.067,14;11421;33,77;0;0,00;NAO;0,00;0,00;0,00
235;08/09/1996;017;027;035;054;076;0,00;1;;389.035,71;558;697,20;20623;25,16;0;0,00;NAO;0,00;0,00;0,00
236;12/09/1996;014;026;051;055;064;0,00;1;;295.432,23;184;1.605,61;9065;43,45;0;0,00;NAO;0,00;0,00;0,00
237;15/09/1996;014;026;036;037;069;0,00;2;;199.234,09;315;1.264,98;17514;30,34;0;0,00;NAO;0,00;0,00;0,00
238;19/09/1996;025;027;055;061;069;0,00;0;;0,00;167;1.741,88;9088;42,68;0;0,00;SIM;290.892,85;290.892,85;0,00
239;22/09/1996;017;060;067;074;075;0,00;1;;694.732,76;337;1.198,34;15021;35,84;0;0,00;NAO;0,00;0,00;0,00
240;26/09/1996;030;035;049;051;069;0,00;0;;0,00;174;1.656,33;7421;51,78;0;0,00;SIM;288.200,92;288.200,92;0,00
241;29/09/1996;002;016;032;063;067;0,00;4;;171.748,94;421;947,26;17860;29,78;0;0,00;NAO;0,00;0,00;0,00
242;06/10/1996;022;034;036;042;062;0,00;2;;217.447,19;415;1.047,94;18937;30,62;0;0,00;NAO;0,00;0,00;0,00
243;10/10/1996;002;004;055;060;065;0,00;1;;291.620,11;193;1.510,99;9980;38,96;0;0,00;NAO;0,00;0,00;0,00
244;13/10/1996;005;008;031;032;041;0,00;2;;185.968,43;482;771,66;18645;26,60;0;0,00;NAO;0,00;0,00;0,00
245;17/10/1996;016;025;027;028;069;0,00;2;;143.524,08;341;841,78;15937;24,01;0;0,00;NAO;0,00;0,00;0,00
246;20/10/1996;022;061;063;066;080;0,00;2;;187.273,94;187;2.002,93;10727;46,55;0;0,00;NAO;0,00;0,00;0,00
247;24/10/1996;003;005;022;030;060;0,00;4;;71.328,48;388;735,35;15710;24,22;0;0,00;NAO;0,00;0,00;0,00
248;27/10/1996;005;050;056;060;062;0,00;5;;74.541,29;367;1.015,55;13340;37,25;0;0,00;NAO;0,00;0,00;0,00
249;31/10/1996;009;050;063;067;076;0,00;1;;277.185,31;190;1.458,87;9877;37,42;0;0,00;NAO;0,00;0,00;0,00
250;03/11/1996;043;051;075;079;080;0,00;0;;0,00;244;1.474,16;11163;42,96;0;0,00;SIM;359.695,17;359.695,17;0,00
251;07/11/1996;020;037;046;061;074;0,00;0;;0,00;166;2.169,25;8975;53,50;0;0,00;SIM;719.790,25;719.790,25;0,00
252;10/11/1996;008;014;043;065;076;0,00;4;;292.741,31;565;798,54;21817;27,58;0;0,00;NAO;0,00;0,00;0,00
253;17/11/1996;007;021;054;062;077;0,00;5;;95.920,26;418;1.147,37;18564;34,44;0;0,00;NAO;0,00;0,00;0,00
254;21/11/1996;021;038;052;060;066;0,00;1;;291.850,85;254;1.149,02;10108;38,50;0;0,00;NAO;0,00;0,00;0,00
255;24/11/1996;011;046;055;075;078;0,00;0;;0,00;260;1.464,85;12410;40,92;0;0,00;SIM;380.860,98;380.860,98;0,00
256;28/11/1996;004;006;018;040;074;0,00;4;;186.227,70;479;760,02;19943;24,34;0;0,00;NAO;0,00;0,00;0,00
257;01/12/1996;024;026;037;048;071;0,00;0;;0,00;282;1.354,46;15227;33,44;0;0,00;SIM;381.955,96;381.955,96;0,00
258;05/12/1996;003;035;039;063;069;0,00;4;;194.342,15;588;672,47;19713;26,74;0;0,00;NAO;0,00;0,00;0,00
259;08/12/1996;006;021;022;052;074;0,00;2;;213.935,78;359;1.191,85;15928;35,82;0;0,00;NAO;0,00;0,00;0,00
260;12/12/1996;016;019;021;023;032;0,00;3;;108.717,92;738;441,94;23028;18,88;0;0,00;NAO;0,00;0,00;0,00
261;15/12/1996;002;010;029;033;054;0,00;0;;0,00;610;670,30;22333;24,41;0;0,00;SIM;408.883,89;408.883,89;0,00
262;19/12/1996;013;061;065;067;079;0,00;1;;825.443,78;339;1.228,79;15088;36,81;0;0,00;NAO;0,00;0,00;0,00
263;22/12/1996;032;063;066;076;077;0,00;2;;206.553,37;285;1.449,50;13423;41,04;0;0,00;NAO;0,00;0,00;0,00
264;29/12/1996;023;025;029;052;055;0,00;4;;113.219,90;593;763,71;21712;27,82;0;0,00;NAO;0,00;0,00;0,00
265;05/01/1997;026;037;039;066;071;0,00;3;;143.546,90;233;1.848,24;14442;39,76;0;0,00;NAO;0,00;0,00;0,00
266;09/01/1997;021;028;051;065;069;0,00;1;;308.277,51;168;1.834,98;8671;47,40;0;0,00;NAO;0,00;0,00;0,00
267;12/01/1997;008;027;044;066;075;0,00;3;;129.980,86;440;886,23;16848;30,86;0;0,00;NAO;0,00;0,00;0,00
268;16/01/1997;039;051;057;075;076;0,00;2;;152.236,66;207;1.470,89;10128;40,09;0;0,00;NAO;0,00;0,00;0,00
269;19/01/1997;007;022;023;050;076;0,00;0;;0,00;298;1.270,67;13738;36,75;0;0,00;SIM;0,00;0,00;0,00
270;23/01/1997;014;021;033;034;045;0,00;4;;184.402,70;355;1.011,13;16204;29,49;0;0,00;NAO;0,00;0,00;0,00
271;26/01/1997;003;011;024;054;065;0,00;6;;63.435,25;440;865,03;20196;25,08;0;0,00;NAO;0,00;0,00;0,00
272;30/01/1997;003;014;022;032;041;0,00;0;;0,00;384;779,26;17065;23,34;0;0,00;SIM;299.234,91;299.234,91;0,00
273;02/02/1997;013;015;025;039;044;0,00;6;;116.702,40;656;611,25;26521;20,12;0;0,00;NAO;0,00;0,00;0,00
274;06/02/1997;015;052;055;062;079;0,00;1;;311.951,10;165;1.890,61;9502;43,70;0;0,00;NAO;0,00;0,00;0,00
275;09/02/1997;013;022;029;068;072;0,00;3;;118.970,76;314;1.136,66;13836;34,34;0;0,00;NAO;0,00;0,00;0,00
276;16/02/1997;013;017;023;049;071;0,00;10;;41.448,30;617;671,77;23892;23,09;0;0,00;NAO;0,00;0,00;0,00
277;20/02/1997;026;032;038;068;072;0,00;2;;148.832,00;231;1.288,59;9688;40,89;0;0,00;NAO;0,00;0,00;0,00
278;23/02/1997;005;010;021;051;058;0,00;2;;190.141,22;543;700,33;20440;24,77;0;0,00;NAO;0,00;0,00;0,00
279;27/02/1997;002;020;039;053;060;0,00;2;;145.979,13;250;1.167,84;10551;36,82;0;0,00;NAO;0,00;0,00;0,00
280;02/03/1997;016;018;046;056;080;0,00;3;;124.057,97;411;905,53;18312;27,05;0;0,00;NAO;0,00;0,00;0,00
281;06/03/1997;023;041;046;053;071;0,00;2;;147.048,59;166;1.771,67;8072;48,49;0;0,00;NAO;0,00;0,00;0,00
282;09/03/1997;020;048;050;075;076;0,00;4;;97.784,71;168;2.328,21;10209;50,98;0;0,00;NAO;0,00;0,00;0,00
283;13/03/1997;025;046;052;061;074;0,00;2;;150.407,82;217;1.386,25;9547;41,93;0;0,00;NAO;0,00;0,00;0,00
284;16/03/1997;009;023;056;064;073;0,00;5;;77.021,05;490;785,93;18200;28,16;0;0,00;NAO;0,00;0,00;0,00
285;20/03/1997;007;013;037;056;064;0,00;9;;32.486,27;632;462,62;19718;19,74;0;0,00;NAO;0,00;0,00;0,00
286;23/03/1997;002;018;064;067;077;0,00;3;;128.080,29;293;1.311,41;14301;35,75;0;0,00;NAO;0,00;0,00;0,00
287;30/03/1997;011;028;060;061;071;0,00;1;;385.421,34;217;1.776,14;10991;46,67;0;0,00;NAO;0,00;0,00;0,00
288;03/04/1997;002;013;027;078;080;0,00;1;;292.559,94;411;711,83;16774;23,22;0;0,00;NAO;0,00;0,00;0,00
289;06/04/1997;004;069;070;072;080;0,00;2;;189.545,49;348;1.089,34;14224;35,47;0;0,00;NAO;0,00;0,00;0,00
290;10/04/1997;005;006;055;070;073;0,00;0;;0,00;284;1.061,81;12289;32,66;0;0,00;SIM;301.554,61;301.554,61;0,00
291;13/04/1997;005;034;045;049;058;0,00;2;;356.775,47;427;964,86;18331;29,92;0;0,00;NAO;0,00;0,00;0,00
292;17/04/1997;004;042;067;074;075;0,00;3;;100.035,50;272;1.103,33;11745;34,01;0;0,00;NAO;0,00;0,00;0,00
293;20/04/1997;004;041;049;055;080;0,00;4;;94.367,14;319;1.183,29;14052;35,75;0;0,00;NAO;0,00;0,00;0,00
294;27/04/1997;017;020;043;068;074;0,00;5;;94.624,22;426;1.110,61;17656;35,66;0;0,00;NAO;0,00;0,00;0,00
295;04/05/1997;010;020;029;065;076;0,00;2;;217.346,91;302;1.439,39;14921;38,78;0;0,00;NAO;0,00;0,00;0,00
296;08/05/1997;001;021;050;055;068;0,00;1;;282.583,02;145;1.948,85;9466;39,74;0;0,00;NAO;0,00;0,00;0,00
297;11/05/1997;025;052;053;058;078;0,00;1;;379.023,99;277;1.368,32;13292;37,95;0;0,00;NAO;0,00;0,00;0,00
298;15/05/1997;006;017;031;040;066;0,00;2;;141.626,24;276;1.026,28;11379;33,13;0;0,00;NAO;0,00;0,00;0,00
299;18/05/1997;011;025;029;052;053;0,00;10;;36.915,60;644;573,23;23344;21,05;0;0,00;NAO;0,00;0,00;0,00
300;22/05/1997;008;019;020;028;034;0,00;4;;70.539,11;482;585,39;18669;20,11;0;0,00;NAO;0,00;0,00;0,00
301;25/05/1997;044;046;053;059;065;0,00;0;;0,00;329;1.140,21;12985;38,45;0;0,00;SIM;375.127,56;375.127,56;0,00
302;01/06/1997;007;030;051;052;069;0,00;0;;0,00;431;1.224,54;17524;40,08;0;0,00;SIM;902.903,12;902.903,12;0,00
303;05/06/1997;028;048;050;064;071;0,00;1;;1.309.114,71;218;1.863,36;10914;49,54;0;0,00;NAO;0,00;0,00;0,00
304;08/06/1997;003;022;042;071;079;0,00;2;;199.243,19;270;1.475,88;13333;39,78;0;0,00;NAO;0,00;0,00;0,00
305;12/06/1997;006;016;031;036;053;0,00;4;;76.932,52;343;897,17;15181;26,98;0;0,00;NAO;0,00;0,00;0,00
306;15/06/1997;009;028;034;040;042;0,00;3;;129.021,52;402;962,85;16382;31,44;0;0,00;NAO;0,00;0,00;0,00
307;19/06/1997;010;027;029;061;066;0,00;0;;0,00;215;1.406,21;11101;36,24;0;0,00;SIM;302.334,80;302.334,80;0,00
308;22/06/1997;013;014;016;021;069;0,00;8;;88.571,28;576;705,27;24781;21,82;0;0,00;NAO;0,00;0,00;0,00
309;26/06/1997;016;026;037;040;062;0,00;2;;141.774,71;160;1.772,19;8796;42,90;0;0,00;NAO;0,00;0,00;0,00
310;29/06/1997;001;014;049;071;074;0,00;2;;193.609,41;294;1.317,07;12767;40,36;0;0,00;NAO;0,00;0,00;0,00
311;03/07/1997;029;046;053;063;068;0,00;2;;148.691,29;371;801,57;12866;30,76;0;0,00;NAO;0,00;0,00;0,00
312;06/07/1997;006;029;036;044;068;0,00;4;;97.871,27;567;690,45;19430;26,81;0;0,00;NAO;0,00;0,00;0,00
313;10/07/1997;028;030;054;067;074;0,00;2;;155.820,45;218;1.429,54;10086;41,12;0;0,00;NAO;0,00;0,00;0,00
314;13/07/1997;007;010;018;057;074;0,00;3;;130.012,89;451;864,83;21029;24,69;0;0,00;NAO;0,00;0,00;0,00
315;17/07/1997;012;019;033;044;067;0,00;5;;62.924,57;455;691,48;17447;24,00;0;0,00;NAO;0,00;0,00;0,00
316;20/07/1997;027;028;050;065;076;0,00;0;;0,00;215;1.801,62;11402;45,20;0;0,00;SIM;387.348,43;387.348,43;0,00
317;24/07/1997;002;008;036;045;064;0,00;7;;113.049,79;482;838,18;20485;26,25;0;0,00;NAO;0,00;0,00;0,00
318;27/07/1997;022;026;034;039;040;0,00;2;;198.806,79;367;1.083,42;14891;35,54;0;0,00;NAO;0,00;0,00;0,00
319;31/07/1997;001;021;033;039;048;0,00;3;;102.816,13;244;1.264,13;11936;34,40;0;0,00;NAO;0,00;0,00;0,00
320;03/08/1997;003;004;007;014;039;0,00;8;;49.425,53;986;401,02;33461;15,72;0;0,00;NAO;0,00;0,00;0,00
321;07/08/1997;018;021;023;054;074;0,00;1;;342.317,03;364;940,43;15648;29,12;0;0,00;NAO;0,00;0,00;0,00
322;10/08/1997;010;025;033;043;068;0,00;2;;207.909,39;408;1.019,16;19240;28,77;0;0,00;NAO;0,00;0,00;0,00
323;14/08/1997;032;034;052;068;073;0,00;2;;174.785,34;269;1.299,52;12222;38,06;0;0,00;NAO;0,00;0,00;0,00
324;17/08/1997;042;056;061;076;079;0,00;1;;406.152,12;314;1.293,48;12665;42,68;0;0,00;NAO;0,00;0,00;0,00
325;21/08/1997;002;007;009;027;059;0,00;3;;113.694,17;922;369,94;26973;16,83;0;0,00;NAO;0,00;0,00;0,00
326;24/08/1997;005;006;012;050;061;0,00;3;;136.138,12;608;671,74;22029;24,68;0;0,00;NAO;0,00;0,00;0,00
327;28/08/1997;003;010;035;047;059;0,00;3;;110.851,05;498;667,78;19351;22,88;0;0,00;NAO;0,00;0,00;0,00
328;31/08/1997;017;023;052;070;071;0,00;5;;79.149,91;385;1.027,92;15212;34,63;0;0,00;NAO;0,00;0,00;0,00
329;04/09/1997;007;012;036;039;050;0,00;4;;84.492,10;407;830,39;16738;26,88;0;0,00;NAO;0,00;0,00;0,00
330;07/09/1997;006;007;009;036;045;0,00;4;;101.948,80;837;487,21;32501;16,70;0;0,00;NAO;0,00;0,00;0,00
331;11/09/1997;053;057;062;070;078;0,00;2;;172.493,53;212;1.627,30;9360;49,05;0;0,00;NAO;0,00;0,00;0,00
332;14/09/1997;024;025;034;050;065;0,00;1;;411.088,36;242;1.698,72;14094;38,82;0;0,00;NAO;0,00;0,00;0,00
333;19/09/1997;001;003;018;046;064;0,00;2;;171.189,81;510;671,33;20288;22,46;0;0,00;NAO;0,00;0,00;0,00
334;21/09/1997;015;020;023;078;079;0,00;0;;0,00;244;1.631,06;13254;39,96;0;0,00;SIM;397.979,34;397.979,34;0,00
335;25/09/1997;009;016;020;034;053;0,00;2;;406.746,50;510;814,73;20535;26,93;0;0,00;NAO;0,00;0,00;0,00
336;28/09/1997;042;054;055;070;074;0,00;1;;390.679,65;220;1.775,82;11058;47,02;0;0,00;NAO;0,00;0,00;0,00
337;02/10/1997;001;020;040;042;075;0,00;1;;339.945,04;244;1.393,22;10976;41,22;0;0,00;NAO;0,00;0,00;0,00
338;05/10/1997;003;007;010;023;043;0,00;15;;26.552,07;1320;301,73;38777;13,68;0;0,00;NAO;0,00;0,00;0,00
339;09/10/1997;002;003;045;049;060;0,00;2;;176.952,86;263;1.345,65;13644;34,52;0;0,00;NAO;0,00;0,00;0,00
340;12/10/1997;004;006;035;064;065;0,00;3;;131.594,31;387;1.020,11;16528;31,79;0;0,00;NAO;0,00;0,00;0,00
341;16/10/1997;027;032;054;057;080;0,00;4;;81.831,74;374;907,30;15139;29,84;0;0,00;NAO;0,00;0,00;0,00
342;19/10/1997;001;009;051;059;074;0,00;2;;193.474,84;318;1.216,82;14292;36,03;0;0,00;NAO;0,00;0,00;0,00
343;23/10/1997;013;016;018;021;036;0,00;10;;33.902,17;842;402,64;26076;17,31;0;0,00;NAO;0,00;0,00;0,00
344;26/10/1997;004;027;044;061;071;0,00;0;;0,00;292;1.295,83;13870;36,31;0;0,00;SIM;378.381,46;378.381,46;0,00
345;30/10/1997;021;022;040;051;074;0,00;1;;764.729,80;234;1.651,06;11384;45,16;0;0,00;NAO;0,00;0,00;0,00
346;02/11/1997;014;035;053;064;077;0,00;7;;53.643,43;439;855,36;16935;29,52;0;0,00;NAO;0,00;0,00;0,00
347;06/11/1997;016;025;027;033;074;0,00;1;;344.400,61;325;1.059,69;16347;28,04;0;0,00;NAO;0,00;0,00;0,00
348;09/11/1997;014;022;024;059;072;0,00;1;;393.942,36;270;1.459,05;13752;38,13;0;0,00;NAO;0,00;0,00;0,00
349;13/11/1997;015;023;025;029;071;0,00;4;;85.298,53;461;740,12;18378;24,72;0;0,00;NAO;0,00;0,00;0,00
350;16/11/1997;006;018;042;056;072;0,00;7;;51.901,92;438;829,48;16357;29,56;0;0,00;NAO;0,00;0,00;0,00
351;20/11/1997;012;036;038;050;053;0,00;0;;0,00;310;1.102,04;14840;30,63;0;0,00;SIM;341.630,36;341.630,36;0,00
352;23/11/1997;002;028;051;053;077;0,00;3;;256.078,74;343;1.243,75;14959;37,96;0;0,00;NAO;0,00;0,00;0,00
353;27/11/1997;001;021;046;056;079;0,00;0;;0,00;228;1.464,87;10758;41,32;0;0,00;SIM;333.990,39;333.990,39;0,00
354;30/11/1997;003;016;032;037;050;0,00;3;;254.074,17;608;704,33;22085;25,81;0;0,00;NAO;0,00;0,00;0,00
355;04/12/1997;008;022;048;059;076;0,00;0;;0,00;313;1.129,03;13209;35,60;0;0,00;SIM;353.384,29;353.384,29;0,00
356;07/12/1997;018;035;037;050;054;0,00;3;;266.401,95;454;981,99;20536;28,90;0;0,00;NAO;0,00;0,00;0,00
357;11/12/1997;003;033;044;077;078;0,00;1;;353.878,19;355;996,84;16181;29,11;0;0,00;NAO;0,00;0,00;0,00
358;14/12/1997;011;029;042;063;072;0,00;5;;79.459,21;450;882,88;15972;33,11;0;0,00;NAO;0,00;0,00;0,00
359;18/12/1997;012;033;051;060;080;0,00;4;;87.292,09;266;1.312,67;11970;38,33;0;0,00;NAO;0,00;0,00;0,00
360;21/12/1997;011;046;049;060;071;0,00;1;;397.458,16;206;1.929,41;11280;46,89;0;0,00;NAO;0,00;0,00;0,00
361;28/12/1997;020;040;059;068;080;0,00;1;;426.158,56;224;1.902,49;11832;47,93;0;0,00;NAO;0,00;0,00;0,00
362;04/01/1998;017;050;069;073;076;0,00;1;;421.167,47;301;1.399,23;13704;40,90;0;0,00;NAO;0,00;0,00;0,00
363;08/01/1998;017;031;051;060;074;0,00;1;;321.101,08;195;1.646,67;9931;43,03;0;0,00;NAO;0,00;0,00;0,00
364;11/01/1998;003;025;030;032;062;0,00;3;;124.604,98;461;810,88;19751;25,19;0;0,00;NAO;0,00;0,00;0,00
365;15/01/1998;010;031;037;061;074;0,00;4;;82.703,17;262;1.262,64;11165;39,44;0;0,00;NAO;0,00;0,00;0,00
366;18/01/1998;007;010;032;054;059;0,00;1;;364.886,30;462;789,80;17209;28,22;0;0,00;NAO;0,00;0,00;0,00
367;22/01/1998;041;058;061;066;080;0,00;0;;0,00;196;1.689,46;9723;45,32;0;0,00;SIM;331.134,46;331.134,46;0,00
368;25/01/1998;006;011;043;046;058;0,00;5;;148.443,08;429;958,23;18061;30,29;0;0,00;NAO;0,00;0,00;0,00
369;29/01/1998;006;028;032;051;080;0,00;3;;107.318,38;245;1.314,10;11578;37,01;0;0,00;NAO;0,00;0,00;0,00
370;01/02/1998;012;014;026;027;075;0,00;5;;73.521,60;408;901,00;18992;25,76;0;0,00;NAO;0,00;0,00;0,00
371;05/02/1998;009;030;038;056;076;0,00;2;;163.874,95;270;1.213,89;12048;36,20;0;0,00;NAO;0,00;0,00;0,00
372;08/02/1998;001;012;049;055;076;0,00;0;;0,00;303;1.257,51;13451;37,70;0;0,00;SIM;381.027,03;381.027,03;0,00
373;12/02/1998;016;026;036;041;078;0,00;0;;0,00;224;1.831,97;12380;44,12;0;0,00;SIM;791.387,12;791.387,12;0,00
374;15/02/1998;027;044;045;056;071;0,00;2;;635.598,17;417;1.150,62;20573;31,04;0;0,00;NAO;0,00;0,00;0,00
375;19/02/1998;002;012;014;016;029;0,00;6;;57.991,71;827;420,74;25311;18,30;0;0,00;NAO;0,00;0,00;0,00
376;22/02/1998;001;017;047;068;071;0,00;2;;181.122,19;387;936,03;15925;30,27;0;0,00;NAO;0,00;0,00;0,00
377;01/03/1998;004;019;048;076;080;0,00;4;;108.233,17;563;768,98;21092;27,32;0;0,00;NAO;0,00;0,00;0,00
378;05/03/1998;005;016;034;040;073;0,00;0;;0,00;267;1.260,31;13904;32,21;0;0,00;SIM;336.503,58;336.503,58;0,00
379;08/03/1998;011;029;036;038;067;0,00;1;;768.559,13;375;1.152,15;17539;32,79;0;0,00;NAO;0,00;0,00;0,00
380;12/03/1997;001;007;028;048;073;0,00;1;;345.731,72;324;1.067,08;15161;30,35;0;0,00;NAO;0,00;0,00;0,00
381;15/03/1998;007;015;045;053;066;0,00;5;;78.248,47;489;800,09;19214;27,10;0;0,00;NAO;0,00;0,00;0,00
382;19/03/1998;004;017;019;051;062;0,00;2;;167.682,47;357;939,40;17627;25,32;0;0,00;NAO;0,00;0,00;0,00
383;22/03/1998;001;002;004;006;028;0,00;19;;19.774,28;2611;143,90;33317;15,00;0;0,00;NAO;0,00;0,00;0,00
384;26/03/1998;036;050;055;058;075;0,00;2;;163.072,01;241;1.353,29;11140;38,97;0;0,00;NAO;0,00;0,00;0,00
385;29/03/1998;018;029;035;063;068;0,00;2;;183.017,61;529;691,94;18021;27,03;0;0,00;NAO;0,00;0,00;0,00
386;31/03/1998;015;017;018;025;044;0,00;2;;88.473,33;268;660,25;11697;20,13;0;0,00;NAO;0,00;0,00;0,00
387;02/04/1998;026;032;045;062;077;0,00;5;;50.336,75;299;841,75;10681;31,36;0;0,00;NAO;0,00;0,00;0,00
388;04/04/1998;017;036;067;069;077;0,00;1;;315.169,23;254;1.240,82;11836;35,44;0;0,00;NAO;0,00;0,00;0,00
389;07/04/1998;025;038;057;069;078;0,00;2;;114.789,39;228;1.006,93;8659;35,28;0;0,00;NAO;0,00;0,00;0,00
390;11/04/1998;019;030;035;048;076;0,00;1;;315.374,00;323;976,39;14377;29,20;0;0,00;NAO;0,00;0,00;0,00
391;14/04/1998;020;043;047;062;074;0,00;3;;73.691,52;180;1.228,20;8113;36,26;0;0,00;NAO;0,00;0,00;0,00
392;16/04/1998;011;017;026;048;056;0,00;3;;80.028,29;274;876,22;12098;26,41;0;0,00;NAO;0,00;0,00;0,00
393;18/04/1998;017;037;053;071;076;0,00;2;;149.030,65;352;846,77;13464;29,47;0;0,00;NAO;0,00;0,00;0,00
394;23/04/1998;001;006;038;065;070;0,00;1;;283.511,22;202;1.403,52;9267;40,71;0;0,00;NAO;0,00;0,00;0,00
